Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band9,Band10,Band11,sunelevation,ReflectanceBand1,ReflectanceBand2,ReflectanceBand3,ReflectanceBand4,ReflectanceBand5,ReflectanceBand6,ReflectanceBand7,ReflectanceBand9,ReflectanceBand10,ReflectanceBand11,CorrectiveBand1,CorrectiveBand2,CorrectiveBand3,CorrectiveBand4,CorrectiveBand5,CorrectiveBand6,CorrectiveBand7,CorrectiveBand9,CorrectiveBand10,CorrectiveBand11,NDVI,SAVI,EVI,Soiltype
10750,10215,9818,9949,13999,12936,10806,5041,27211,24505,41.33388055,0.115,0.1043,0.17998,0.17998,0.15872,0.11612,0.00082,0.44422,0.3901,0.44422,-0.24291027,-0.220309053,-0.380165134,-0.380165134,-0.335258418,-0.245276005,-0.001732056,-0.938309566,-0.823993881,-0.938309566,-0.03946538,-0.059198069,-1.44E-09,Sandy Loam
10356,9601,8944,8362,15037,10579,8523,5031,25571,23145,41.33388055,0.10712,0.09202,0.20074,0.20074,0.11158,0.07046,0.00062,0.41142,0.3629,0.41142,-0.226265636,-0.194370461,-0.424015718,-0.424015718,-0.23568633,-0.148830066,-0.001309603,-0.869027332,-0.766540321,-0.869027332,-0.174031855,-0.261047783,-7.30E-09,Loam
9700,8960,8200,7560,13572,9789,7719,5030,25539,23358,34.98689787,0.094,0.0792,0.17144,0.17144,0.09578,0.05438,0.0006,0.41078,0.36716,0.41078,-0.225795468,-0.190244692,-0.411812501,-0.411812501,-0.23007117,-0.13062508,-0.001441248,-0.986726196,-0.88194749,-0.986726196,-0.161936561,-0.242904841,-7.94E-09,Loam
11711,11390,11107,11414,12894,13906,13187,5033,0,0,36.60746533,0.13422,0.1278,0.15788,0.15788,0.17812,0.16374,0.00066,-0.1,-0.1,-0.1,-0.151253027,-0.144018304,-0.17791557,-0.17791557,-0.200724103,-0.184519227,-0.000743757,0.112690379,0.112690379,0.112690379,0.037761194,0.056641791,1.24E-09,Sandy Clay Loam
12938,12281,11666,11435,13725,10704,9788,7208,15315,14943,36.29734783,0.15876,0.14562,0.1745,0.1745,0.11408,0.09576,0.04416,0.2063,0.19886,0.2063,-0.161055358,-0.147725379,-0.177022927,-0.177022927,-0.115729373,-0.097144501,-0.044798467,-0.209282693,-0.201735125,-0.209282693,-0.123664497,-0.185496746,-4.19E-09,Sandy Loam
10662,10035,9314,8786,12297,8940,7480,4996,25107,23058,32.59260874,0.11324,0.1007,0.14594,0.14594,0.0788,0.0496,-8.00E-05,0.40214,0.36116,0.40214,0.1226421,0.109060928,0.158057118,0.158057118,0.085342613,0.053718193,-8.66E-05,0.435528912,0.391146421,0.435528912,-0.158073174,-0.237109761,-7.61E-09,Silty Clay
10362,9598,8637,8011,11939,8763,6976,5018,25295,23222,36.8558695,0.10724,0.09196,0.13878,0.13878,0.07526,0.03952,0.00036,0.4059,0.36444,0.4059,-0.143598714,-0.123138174,-0.185832054,-0.185832054,-0.100776196,-0.052918885,-0.000482055,-0.54351658,-0.487999956,-0.54351658,-0.153415129,-0.230122693,-7.91E-09,Clay Loam
10631,9951,9151,8600,10557,8737,7299,5027,25027,22821,33.83660142,0.11262,0.09902,0.11114,0.11114,0.07474,0.04598,0.00054,0.40054,0.35642,0.40054,0.170617136,0.150013397,0.168374964,0.168374964,0.113229664,0.069658816,0.00081809,0.606810404,0.539969451,0.606810404,-0.094329843,-0.141494765,-4.96E-09,Silt Loam
10528,9968,9665,9832,11550,12112,10727,5025,28816,26393,42.51401151,0.11056,0.09936,0.131,0.131,0.14224,0.11454,0.0005,0.47632,0.42786,0.47632,-0.111143461,-0.099884355,-0.13169133,-0.13169133,-0.142990647,-0.115144465,-0.000502639,-0.478833695,-0.430117956,-0.478833695,0.023751162,0.035626743,1.01E-09,Clay Loam
9826,9225,8597,8225,13037,9912,8257,5051,24064,22313,37.28082471,0.09652,0.0845,0.16074,0.16074,0.09824,0.06514,0.00102,0.38128,0.34626,0.38128,-0.237619362,-0.208027726,-0.395720433,-0.395720433,-0.241853772,-0.160365989,-0.002511104,-0.938660487,-0.85244592,-0.938660487,-0.136171511,-0.204257266,-6.55E-09,Sandy Loam
11308,10792,10117,9825,14722,10928,9552,5560,20858,19926,36.29734783,0.12616,0.11584,0.19444,0.19444,0.11856,0.09104,0.0112,0.31716,0.29852,0.31716,-0.127984026,-0.117514819,-0.19725122,-0.19725122,-0.120274145,-0.092356259,-0.01136193,-0.32174551,-0.302836013,-0.32174551,-0.14791423,-0.221871345,-5.46E-09,Sandy Loam
12658,12111,11299,11051,14451,14004,9081,6319,15642,15065,36.29734783,0.15316,0.14222,0.18902,0.18902,0.18008,0.08162,0.02638,0.21284,0.2013,0.21284,-0.155374393,-0.144276222,-0.191752858,-0.191752858,-0.182683603,-0.082800065,-0.026761403,-0.215917248,-0.204210402,-0.215917248,-0.015709014,-0.023563521,-4.56E-10,Sandy Loam
11018,10362,9604,9674,11022,10441,9599,5032,26174,23827,36.8558695,0.12036,0.10724,0.12044,0.12044,0.10882,0.09198,0.00064,0.42348,0.37654,0.42348,-0.161166927,-0.143598714,-0.16127405,-0.16127405,-0.145714398,-0.123164954,-0.000856986,-0.567056913,-0.504202348,-0.567056913,-0.027069841,-0.040604762,-1.22E-09,Silt Loam
10660,10002,9308,8756,13750,9936,7748,5029,24933,22923,32.59260874,0.1132,0.10004,0.175,0.175,0.09872,0.05496,0.00058,0.39866,0.35846,0.39866,0.122598779,0.108346129,0.189529914,0.189529914,0.106916532,0.059523223,0.000628156,0.431759974,0.388222245,0.431759974,-0.161023389,-0.241535084,-6.98E-09,Silty Clay Loam
10420,9812,9085,8910,9971,9570,8426,5036,0,0,31.34267194,0.1084,0.09624,0.09942,0.09942,0.0914,0.06852,0.00072,-0.1,-0.1,-0.1,-1.481094932,-1.314949965,-1.35839906,-1.35839906,-1.248819896,-0.936205025,-0.009837531,1.366323738,1.366323738,1.366323738,-0.020520956,-0.030781434,-1.07E-09,Loamy Sand
10408,9761,9236,9132,12883,11519,10178,5027,24670,22677,39.00586784,0.10816,0.09522,0.15766,0.15766,0.13038,0.10356,0.00054,0.3934,0.35354,0.3934,0.11204303,0.098638474,0.16332012,0.16332012,0.135060746,0.107277886,0.000559386,0.407523373,0.366232368,0.407523373,-0.055897058,-0.083845586,-2.35E-09,Sandy Loam
10862,10374,9967,10370,12021,13982,13165,5045,28715,25550,30.50603499,0.11724,0.10748,0.14042,0.14042,0.17964,0.1633,0.0009,0.4743,0.411,0.4743,-0.148510868,-0.13614763,-0.17787356,-0.17787356,-0.227554524,-0.206856234,-0.001140053,-0.600807787,-0.520624078,-0.600807787,0.075414375,0.113121563,2.81E-09,Sand
16775,16418,15686,15655,16828,10509,10476,9698,10563,10749,31.11537067,0.2355,0.22836,0.23656,0.23656,0.11018,0.10952,0.09396,0.11126,0.11498,0.11126,-0.795470513,-0.771353063,-0.799050975,-0.799050975,-0.372165355,-0.369936011,-0.317377535,-0.375813373,-0.388378767,-0.375813373,-0.231151919,-0.346727878,-5.44E-09,Loam
10433,9904,9266,9271,10355,10608,9823,5029,0,0,31.34267194,0.10866,0.09808,0.1071,0.1071,0.11216,0.09646,0.00058,-0.1,-0.1,-0.1,-1.484647374,-1.340090322,-1.463332723,-1.463332723,-1.532468704,-1.317955878,-0.007924678,1.366323738,1.366323738,1.366323738,0.012068883,0.018103325,5.81E-10,Loamy Sand
11050,10656,10279,10592,12338,13041,12052,5045,26421,23723,41.33388055,0.121,0.11312,0.14676,0.14676,0.16082,0.14104,0.0009,0.42842,0.37446,0.42842,-0.255583849,-0.238939215,-0.30999575,-0.30999575,-0.33969417,-0.297913604,-0.001901037,-0.904935807,-0.790958084,-0.904935807,0.027700067,0.0415501,1.03E-09,Silt Loam
10666,10262,10024,10485,14326,13295,10913,5042,28179,26034,43.11739464,0.11332,0.10524,0.18652,0.18652,0.1659,0.11826,0.00084,0.46358,0.42068,0.46358,-0.148903064,-0.138285902,-0.245088241,-0.245088241,-0.217993455,-0.155394249,-0.001103764,-0.609146508,-0.552775687,-0.609146508,-0.037326672,-0.055990008,-1.32E-09,Silty Clay
11334,10911,10649,11203,13565,15059,12862,5040,0,0,30.50603499,0.12668,0.11822,0.1713,0.1713,0.20118,0.15724,0.0008,-0.1,-0.1,-0.1,-0.160468755,-0.149752259,-0.216990036,-0.216990036,-0.254839786,-0.199179879,-0.00101338,0.126672525,0.126672525,0.126672525,0.052193963,0.078290945,1.68E-09,Sandy Clay Loam
10728,9916,8961,8403,11782,8322,6843,5039,25236,23192,36.8558695,0.11456,0.09832,0.13564,0.13564,0.06644,0.03686,0.00078,0.40472,0.36384,0.40472,-0.153400491,-0.131654472,-0.181627467,-0.181627467,-0.088965857,-0.049357037,-0.001044452,-0.541936512,-0.487196532,-0.541936512,-0.172105054,-0.258157581,-8.89E-09,Silt Loam
10270,9754,9362,9536,12724,11352,9928,5061,29275,26709,44.71666948,0.1054,0.09508,0.15448,0.15448,0.12704,0.09856,0.00122,0.4855,0.43418,0.4855,0.157284934,0.141884739,0.230525395,0.230525395,0.18957759,0.147077828,0.001820566,0.724495593,0.647912454,0.724495593,-0.05698621,-0.085479316,-2.43E-09,Silty Clay
10427,9751,9099,9090,10956,11156,10115,5031,26363,23644,41.33388055,0.10854,0.09502,0.11912,0.11912,0.12312,0.1023,0.00062,0.42726,0.37288,0.42726,-0.229265049,-0.200707251,-0.251612794,-0.251612794,-0.260061847,-0.216084527,-0.001309603,-0.902485582,-0.787620708,-0.902485582,0.009044863,0.013567294,4.20E-10,Loam
10696,10007,9208,8826,12260,8975,7799,5491,20143,18833,35.18076774,0.11392,0.10014,0.1452,0.1452,0.0795,0.05598,0.00982,0.30286,0.27666,0.30286,-0.195176771,-0.171567783,-0.248768146,-0.248768146,-0.1362057,-0.095909372,-0.016824402,-0.518883751,-0.473995835,-0.518883751,-0.154697433,-0.23204615,-7.46E-09,Loam
11511,11092,10656,10692,13548,12629,10681,5041,0,0,36.60746533,0.13022,0.12184,0.17096,0.17096,0.15258,0.11362,0.00082,-0.1,-0.1,-0.1,-0.146745412,-0.137301958,-0.192655472,-0.192655472,-0.17194298,-0.128038809,-0.000924061,0.112690379,0.112690379,0.112690379,-0.035107155,-0.052660733,-1.21E-09,Sandy Clay Loam
9297,8811,8343,8537,9239,9730,8787,5032,22985,21152,30.50603499,0.08594,0.07622,0.08478,0.08478,0.0946,0.07574,0.00064,0.3597,0.32304,0.3597,-0.108862368,-0.096549799,-0.107392967,-0.107392967,-0.119832209,-0.095941771,-0.000810704,-0.455641073,-0.409202925,-0.455641073,0.025884338,0.038826506,1.55E-09,Sand
10685,10060,9503,9766,11684,13334,12066,5045,28853,25643,30.50603499,0.1137,0.1012,0.13368,0.13368,0.16668,0.14132,0.0009,0.47706,0.41286,0.47706,-0.144026661,-0.128192595,-0.169335832,-0.169335832,-0.211137765,-0.179013613,-0.001140053,-0.604303948,-0.522980187,-0.604303948,0.065952514,0.098928771,2.63E-09,Sand
9297,8734,8165,8185,9477,10684,9472,5038,23050,21177,30.50603499,0.08594,0.07468,0.08954,0.08954,0.11368,0.08944,0.00076,0.361,0.32354,0.361,-0.108862368,-0.094599042,-0.113422579,-0.113422579,-0.144001327,-0.113295906,-0.000962711,-0.457287816,-0.409836288,-0.457287816,0.059868062,0.089802093,3.41E-09,Sand
10380,9736,9556,9409,15030,11447,9593,5025,29345,26934,44.71666948,0.1076,0.09472,0.2006,0.2006,0.12894,0.09186,0.0005,0.4869,0.43868,0.4869,0.160567921,0.141347523,0.299348746,0.299348746,0.192412898,0.13707964,0.000746133,0.726584767,0.654627656,0.726584767,-0.135324999,-0.202987499,-5.35E-09,Clay Loam
11615,11445,11782,12720,14424,16408,15655,5066,32431,29153,42.51401151,0.1323,0.1289,0.18848,0.18848,0.22816,0.2131,0.00132,0.54862,0.48306,0.54862,-0.13299819,-0.129580247,-0.18947467,-0.18947467,-0.229364074,-0.214224598,-0.001326966,-0.551515246,-0.485609265,-0.551515246,0.064348729,0.096523093,1.83E-09,Loamy Sand
11000,10334,9601,9683,10951,10173,9393,5044,26014,23741,36.8558695,0.12,0.10668,0.11902,0.11902,0.10346,0.08786,0.00088,0.42028,0.37482,0.42028,-0.160684872,-0.142848851,-0.159372612,-0.159372612,-0.13853714,-0.117648107,-0.001178356,-0.562771983,-0.501899198,-0.562771983,-0.036830146,-0.055245219,-1.69E-09,Silt Loam
10520,9999,10013,10440,13804,13235,11957,5041,29759,27357,45.90434748,0.1104,0.09998,0.17608,0.17608,0.1647,0.13914,0.00082,0.49518,0.44714,0.49518,0.11757915,0.106481553,0.187530224,0.187530224,0.1754102,0.14818807,0.000873323,0.527380829,0.476216859,0.527380829,-0.021043678,-0.031565516,-7.79E-10,Silty Clay Loam
10622,10089,9341,9060,10944,9228,7891,5024,24657,22751,31.34267194,0.11244,0.10178,0.11888,0.11888,0.08456,0.05782,0.00048,0.39314,0.35502,0.39314,-1.536294411,-1.3906443,-1.62428566,-1.62428566,-1.155363353,-0.790008385,-0.006558354,-5.371565143,-4.850722534,-5.371565143,-0.085068412,-0.127602617,-4.21E-09,Silty Clay Loam
10650,10075,9256,9003,10193,9189,7912,5042,24787,22821,31.11537067,0.113,0.1015,0.10386,0.10386,0.08378,0.05824,0.00084,0.39574,0.35642,0.39574,-0.381690735,-0.342846102,-0.350817696,-0.350817696,-0.282991591,-0.196722729,-0.002837347,-1.336728242,-1.203913377,-1.336728242,-0.05180064,-0.07770096,-2.66E-09,Clay Loam
11323,10939,10796,11449,14247,14825,12593,5044,0,0,30.50603499,0.12646,0.11878,0.18494,0.18494,0.1965,0.15186,0.00088,-0.1,-0.1,-0.1,-0.160190075,-0.150461625,-0.234268168,-0.234268168,-0.248911512,-0.192364897,-0.001114718,0.126672525,0.126672525,0.126672525,0.019881673,0.02982251,6.25E-10,Sandy Clay Loam
10260,9716,9278,9368,12801,12386,11006,5035,27819,24881,41.33388055,0.1052,0.09432,0.15602,0.15602,0.14772,0.12012,0.0007,0.45638,0.39762,0.45638,-0.22221009,-0.199228667,-0.329555307,-0.329555307,-0.312023522,-0.253725058,-0.001478584,-0.963994687,-0.8398781,-0.963994687,-0.016476754,-0.024715131,-6.73E-10,Sandy Loam
10846,10226,9873,10015,13598,12835,10869,5049,29910,27311,43.72487256,0.11692,0.10452,0.17196,0.17196,0.1567,0.11738,0.00098,0.4982,0.44622,0.4982,-0.459246666,-0.410541067,-0.675436681,-0.675436681,-0.615497371,-0.461053487,-0.003849313,-1.956865285,-1.752694555,-1.956865285,-0.028865433,-0.04329815,-1.07E-09,Loam
9906,9089,8479,7727,15330,10743,8071,5061,29317,26906,45.90434748,0.09812,0.08178,0.2066,0.2066,0.11486,0.06142,0.00122,0.48634,0.43812,0.48634,0.1045006,0.087098034,0.220034895,0.220034895,0.122329177,0.065414053,0.001299335,0.517965977,0.466610301,0.517965977,-0.175929122,-0.263893683,-7.66E-09,Silty Clay
10334,9772,9026,8833,10276,9684,8318,5030,0,0,31.34267194,0.10668,0.09544,0.10552,0.10552,0.09368,0.06636,0.0006,-0.1,-0.1,-0.1,-1.457594164,-1.304019375,-1.441744808,-1.441744808,-1.279972078,-0.906692432,-0.008197942,1.366323738,1.366323738,1.366323738,-0.029659319,-0.044488978,-1.52E-09,Loamy Sand
10323,9599,9072,8932,12257,10602,9095,5059,29437,27018,31.14497438,0.10646,0.09198,0.14514,0.14514,0.11204,0.0819,0.00118,0.48874,0.44036,0.48874,-0.397759788,-0.343659077,-0.542277435,-0.542277435,-0.418607991,-0.305997808,-0.00440876,-1.82604846,-1.645289315,-1.82604846,-0.072400367,-0.108600551,-3.32E-09,Silty Clay Loam
23913,23722,22411,23192,24946,18997,16258,5081,19434,18481,31.11537067,0.37826,0.37444,0.39892,0.39892,0.27994,0.22516,0.00162,0.28868,0.26962,0.28868,-1.277684401,-1.264781227,-1.347469627,-1.347469627,-0.945579684,-0.760544122,-0.005472026,-0.975101604,-0.910720848,-0.975101604,-0.135379924,-0.203069886,-1.32E-09,Sandy Clay Loam
10765,10202,9650,9951,11460,13168,12468,5037,29014,25770,30.50603499,0.1153,0.10404,0.1292,0.1292,0.16336,0.14936,0.00074,0.48028,0.4154,0.48028,-0.146053421,-0.131790095,-0.163660902,-0.163660902,-0.206932237,-0.189198084,-0.000937377,-0.608382804,-0.526197669,-0.608382804,0.069351957,0.104027936,2.77E-09,Sand
10608,9950,9278,8738,14577,9875,7985,5023,25300,23162,32.59260874,0.11216,0.099,0.19154,0.19154,0.0975,0.0597,0.00046,0.406,0.36324,0.406,0.121472429,0.10721978,0.207443198,0.207443198,0.105595238,0.064656776,0.000498193,0.4397094,0.393399119,0.4397094,-0.192295109,-0.288442663,-8.21E-09,Silty Clay Loam
13949,13275,12821,12629,13584,9615,9349,7995,16674,13362,31.11537067,0.17898,0.1655,0.17168,0.17168,0.0923,0.08698,0.0599,0.23348,0.16724,0.23348,-0.60455759,-0.559024926,-0.579899693,-0.579899693,-0.311770397,-0.293800532,-0.202329867,-0.788647369,-0.564902287,-0.788647369,-0.171084961,-0.256627441,-5.72E-09,Sandy Clay Loam
10920,10401,10136,10612,13204,14336,13153,5046,27269,24501,41.33388055,0.1184,0.10802,0.16408,0.16408,0.18672,0.16306,0.00092,0.44538,0.39002,0.44538,-0.250091965,-0.228166673,-0.346580148,-0.346580148,-0.394401788,-0.34442564,-0.001943282,-0.940759791,-0.823824899,-0.940759791,0.041103849,0.061655773,1.44E-09,Sandy Loam
12927,12277,11540,11172,15346,10728,9389,6506,16737,16382,36.29734783,0.15854,0.14554,0.20692,0.20692,0.11456,0.08778,0.03012,0.23474,0.22764,0.23474,-0.160832177,-0.147644222,-0.209911657,-0.209911657,-0.116216312,-0.089049126,-0.030555476,-0.238133879,-0.230931227,-0.238133879,-0.177111299,-0.265666948,-5.71E-09,Silt Loam
9985,9328,8818,8745,12679,11131,9448,5059,26889,24069,41.33388055,0.0997,0.08656,0.15358,0.15358,0.12262,0.08896,0.00118,0.43778,0.38138,0.43778,-0.210592643,-0.182837504,-0.324401385,-0.324401385,-0.259005716,-0.187906936,-0.002492471,-0.924706591,-0.805574945,-0.924706591,-0.0650147,-0.09752205,-2.94E-09,Sandy Loam
11754,11631,12089,13083,14606,16637,15954,5065,32562,29238,42.51401151,0.13508,0.13262,0.19212,0.19212,0.23274,0.21908,0.0013,0.55124,0.48476,0.55124,-0.135792861,-0.133319879,-0.19313388,-0.19313388,-0.233968245,-0.220236156,-0.001306861,-0.554149073,-0.487318236,-0.554149073,0.065006561,0.097509842,1.80E-09,Loamy Sand
9999,9408,9134,8889,12851,11126,9391,5034,25612,23259,41.33388055,0.09998,0.08816,0.15702,0.15702,0.12252,0.08782,0.00068,0.41224,0.36518,0.41224,-0.211184076,-0.186217125,-0.33166757,-0.33166757,-0.258794489,-0.185498956,-0.001436339,-0.870759388,-0.771356281,-0.870759388,-0.071943946,-0.107915919,-3.21E-09,Clay Loam
11044,10520,10009,10163,13670,12089,9793,5075,0,0,36.60746533,0.12088,0.1104,0.1734,0.1734,0.14178,0.09586,0.0015,-0.1,-0.1,-0.1,-0.13622013,-0.124410178,-0.195405117,-0.195405117,-0.159772419,-0.108024997,-0.001690356,0.112690379,0.112690379,0.112690379,-0.061376606,-0.092064909,-2.27E-09,Sand
10679,10079,9639,9429,13456,11651,9594,5051,30801,28103,45.90434748,0.11358,0.10158,0.16912,0.16912,0.13302,0.09188,0.00102,0.51602,0.46206,0.51602,0.120965941,0.108185598,0.180117626,0.180117626,0.141670096,0.097854822,0.001086329,0.549576024,0.492107084,0.549576024,-0.071892301,-0.107838451,-2.86E-09,Clay Loam
10027,9379,8782,8307,12261,9558,8179,5039,24308,22490,37.28082471,0.10054,0.08758,0.14522,0.14522,0.09116,0.06358,0.00078,0.38616,0.3498,0.38616,-0.247516065,-0.215610275,-0.357512264,-0.357512264,-0.224423757,-0.156525477,-0.001920256,-0.950674396,-0.861160928,-0.950674396,-0.123882854,-0.185824282,-6.15E-09,Loam
8627,7952,7351,7141,9700,8552,7401,5064,25011,22872,34.35314557,0.07254,0.05904,0.094,0.094,0.07104,0.04802,0.00128,0.40022,0.35744,0.40022,0.357421148,0.290903565,0.46315947,0.46315947,0.350030306,0.236605508,0.006306852,1.971975351,1.76118852,1.971975351,-0.062897217,-0.094345825,-4.35E-09,Silt Loam
9958,9270,8757,8157,14489,10178,7905,5029,28419,26242,44.71666948,0.09916,0.0854,0.18978,0.18978,0.10356,0.0581,0.00058,0.46838,0.42484,0.46838,0.147973188,0.127439596,0.283202417,0.283202417,0.154539163,0.086700708,0.000865515,0.698947983,0.633974681,0.698947983,-0.174767909,-0.262151863,-7.88E-09,Silty Clay
10566,9922,9332,8563,13759,8991,8668,5034,24986,22975,33.83660142,0.11132,0.09844,0.17518,0.17518,0.07982,0.07336,0.00068,0.39972,0.3595,0.39972,0.168647661,0.149134708,0.265394334,0.265394334,0.120925766,0.11113899,0.001030187,0.605568119,0.544635592,0.605568119,-0.209582418,-0.314373626,-9.71E-09,Silt Loam
11111,10680,10201,10436,13213,12806,11185,5050,0,0,36.60746533,0.12222,0.1136,0.16426,0.16426,0.15612,0.1237,0.001,-0.1,-0.1,-0.1,-0.137730181,-0.128016271,-0.185105217,-0.185105217,-0.17593222,-0.139397999,-0.001126904,0.112690379,0.112690379,0.112690379,-0.015642415,-0.023463623,-5.63E-10,Sand
10503,9802,9272,8703,13976,11057,9016,5055,30537,27649,57.35383823,0.11006,0.09604,0.17952,0.17952,0.12114,0.08032,0.0011,0.51074,0.45298,0.51074,0.152659943,0.133213346,0.249005205,0.249005205,0.168028579,0.111408746,0.001525767,0.708427577,0.628310929,0.708427577,-0.11660608,-0.17490912,-4.82E-09,Clay Loam
10405,9776,9421,9130,12747,11245,9847,5047,28757,26411,41.90139198,0.1081,0.09552,0.15494,0.15494,0.1249,0.09694,0.00094,0.47514,0.42822,0.47514,-0.123869679,-0.109454503,-0.177542721,-0.177542721,-0.143120471,-0.111081653,-0.001077128,-0.54445365,-0.490688938,-0.54445365,-0.062604201,-0.093906302,-2.68E-09,Silty Clay Loam
10420,9728,9081,8788,13194,11513,8944,5039,28503,26082,41.90139198,0.1084,0.09456,0.16388,0.16388,0.13026,0.07888,0.00078,0.47006,0.42164,0.47006,-0.124213444,-0.108354458,-0.187786892,-0.187786892,-0.149262391,-0.090387052,-0.000893787,-0.538632577,-0.483149044,-0.538632577,-0.068037398,-0.102056097,-2.84E-09,Silty Clay Loam
10689,10184,9961,10261,12707,12974,11487,5039,28153,24920,41.33388055,0.11378,0.10368,0.15414,0.15414,0.15948,0.12974,0.00078,0.46306,0.3984,0.46306,-0.240333309,-0.21899945,-0.325584252,-0.325584252,-0.336863738,-0.27404503,-0.001647565,-0.978104605,-0.841525665,-0.978104605,0.010396791,0.015595187,3.98E-10,Silt Loam
11643,11444,11614,12340,14699,15468,14409,5054,31958,28742,42.51401151,0.13286,0.12888,0.19398,0.19398,0.20936,0.18818,0.00108,0.53916,0.47484,0.53916,-0.133561145,-0.129560142,-0.195003695,-0.195003695,-0.210464861,-0.189173087,-0.0010857,-0.542005322,-0.477345885,-0.542005322,0.025491431,0.038237147,7.39E-10,Loamy Sand
10439,9852,9572,9639,12879,13007,10918,5029,28831,26544,41.90139198,0.10878,0.09704,0.15758,0.15758,0.16014,0.11836,0.00058,0.47662,0.43088,0.47662,-0.124648878,-0.111196241,-0.180567845,-0.180567845,-0.183501299,-0.135626413,-0.000664611,-0.546149553,-0.49373698,-0.546149553,0.004944758,0.007417137,1.94E-10,Silty Clay Loam
10962,10432,9978,10190,13299,13197,11107,5048,0,0,30.50603499,0.11924,0.10864,0.16598,0.16598,0.16394,0.12214,0.00096,-0.1,-0.1,-0.1,-0.151044319,-0.137617031,-0.210251057,-0.210251057,-0.207666938,-0.154717822,-0.001216056,0.126672525,0.126672525,0.126672525,-0.003849638,-0.005774457,-1.39E-10,Sandy Clay Loam
10734,10167,9722,9883,12296,13062,11724,5044,28802,25612,30.50603499,0.11468,0.10334,0.14592,0.14592,0.16124,0.13448,0.00088,0.47604,0.41224,0.47604,-0.145268052,-0.130903387,-0.184840549,-0.184840549,-0.20424678,-0.170349212,-0.001114718,-0.603011889,-0.522194818,-0.603011889,0.03020743,0.045311144,1.17E-09,Sand
11157,10602,10114,10339,12373,13756,11702,5037,0,0,30.50603499,0.12314,0.11204,0.14746,0.14746,0.17512,0.13404,0.00074,-0.1,-0.1,-0.1,-0.155984547,-0.141923897,-0.186791306,-0.186791306,-0.221828926,-0.169791853,-0.000937377,0.126672525,0.126672525,0.126672525,0.052929695,0.079394542,1.92E-09,Sandy Clay Loam
10526,9963,9610,9745,11946,11621,10582,5054,28903,27184,42.51401151,0.11052,0.09926,0.13892,0.13892,0.13242,0.11164,0.00108,0.47806,0.44368,0.47806,-0.11110325,-0.099783827,-0.139653126,-0.139653126,-0.133118823,-0.112229161,-0.0010857,-0.480582878,-0.446021443,-0.480582878,-0.01379047,-0.020685705,-5.87E-10,Clay Loam
9992,9184,8628,7740,15747,10247,7927,5057,29028,26733,45.90434748,0.09984,0.08368,0.21494,0.21494,0.10494,0.05854,0.00114,0.48056,0.43466,0.48056,0.106332449,0.089121588,0.228917233,0.228917233,0.111764094,0.06234677,0.001214133,0.511810112,0.462925303,0.511810112,-0.211587289,-0.317380934,-9.28E-09,Silt Loam
11161,10634,9900,9712,11722,9454,8505,6675,18555,17487,31.11537067,0.12322,0.11268,0.13444,0.13444,0.08908,0.0701,0.0335,0.2711,0.24974,0.2711,-0.41621179,-0.380609841,-0.45411064,-0.45411064,-0.300893899,-0.236783367,-0.113156103,-0.915719984,-0.843570301,-0.915719984,-0.10710238,-0.16065357,-4.81E-09,Clay Loam
11289,10706,10086,10133,11354,10793,9393,5044,0,0,36.60746533,0.12578,0.11412,0.12708,0.12708,0.11586,0.08786,0.00088,-0.1,-0.1,-0.1,-0.141741959,-0.128602261,-0.143206934,-0.143206934,-0.130563073,-0.099009767,-0.000991675,0.112690379,0.112690379,0.112690379,-0.025330745,-0.037996117,-1.07E-09,Loam
13609,13000,12473,12340,14506,11619,10640,7795,15500,14747,36.29734783,0.17218,0.16,0.19012,0.19012,0.13238,0.1128,0.0559,0.21,0.19494,0.21,-0.174669384,-0.162313286,-0.192868762,-0.192868762,-0.134293955,-0.114430866,-0.056708204,-0.213036187,-0.197758449,-0.213036187,-0.110507177,-0.165760766,-3.29E-09,Sandy Loam
9818,9061,8565,7664,15378,10355,7893,5059,25661,23319,41.33388055,0.09636,0.08122,0.20756,0.20756,0.1071,0.05786,0.00118,0.41322,0.36638,0.41322,-0.203537683,-0.171558018,-0.438421353,-0.438421353,-0.22622339,-0.12221555,-0.002492471,-0.872829406,-0.773890997,-0.872829406,-0.195196829,-0.292795243,-8.70E-09,Loam
10819,10368,10284,10903,13081,14604,13250,5054,28728,25443,41.33388055,0.11638,0.10736,0.16162,0.16162,0.19208,0.165,0.00108,0.47456,0.40886,0.47456,-0.245825193,-0.226772579,-0.341383981,-0.341383981,-0.405723519,-0.348523431,-0.002281244,-1.002395632,-0.863619938,-1.002395632,0.055011739,0.082517609,1.92E-09,Silt Loam
11052,10542,9952,10220,12756,14008,11380,5041,0,0,30.50603499,0.12104,0.11084,0.15512,0.15512,0.18016,0.1276,0.00082,-0.1,-0.1,-0.1,-0.153324424,-0.140403827,-0.196494421,-0.196494421,-0.228213221,-0.161634142,-0.001038715,0.126672525,0.126672525,0.126672525,0.046779256,0.070168884,1.66E-09,Sandy Clay Loam
