Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band9,Band10,Band11,sunelevation,ReflectanceBand1,ReflectanceBand2,ReflectanceBand3,ReflectanceBand4,ReflectanceBand5,ReflectanceBand6,ReflectanceBand7,ReflectanceBand9,ReflectanceBand10,ReflectanceBand11,CorrectiveBand1,CorrectiveBand2,CorrectiveBand3,CorrectiveBand4,CorrectiveBand5,CorrectiveBand6,CorrectiveBand7,CorrectiveBand9,CorrectiveBand10,CorrectiveBand11,NDVI,SAVI,EVI,Soiltype
10472,9741,8840,8493,11476,10634,8752,5053,25379,23255,36.8558695,0.10944,0.09482,0.12952,0.12952,0.11268,0.07504,0.00106,0.40758,0.3651,0.40758,-0.146544603,-0.12696783,-0.173432539,-0.173432539,-0.150883095,-0.100481607,-0.001419383,-0.545766168,-0.488883723,-0.545766168,-0.038082316,-0.057123474,-1.77E-09,Clay Loam
10852,10321,9899,10292,12127,13936,12994,5057,28536,25555,30.50603499,0.11704,0.10642,0.14254,0.14254,0.17872,0.15988,0.00114,0.47072,0.4111,0.47072,-0.148257523,-0.134804901,-0.180559017,-0.180559017,-0.226389137,-0.202524033,-0.001444067,-0.59627291,-0.520750751,-0.59627291,0.06940874,0.104113111,2.59E-09,Sand
10059,9525,8931,8949,10087,10151,9071,5039,22626,20866,30.50603499,0.10118,0.0905,0.10174,0.10174,0.10302,0.08142,0.00078,0.35252,0.31732,0.35252,-0.128167261,-0.114638635,-0.128876627,-0.128876627,-0.130498035,-0.10313677,-0.000988046,-0.446545986,-0.401957257,-0.446545986,0.003162368,0.004743552,1.64E-10,Sandy Clay Loam
10282,9623,9071,8664,13528,11101,8815,5038,28752,26274,42.51401151,0.10564,0.09246,0.17056,0.17056,0.12202,0.0763,0.00076,0.47504,0.42548,0.47504,-0.106197497,-0.092947941,-0.171460101,-0.171460101,-0.122663939,-0.07670266,-0.000764011,-0.47754694,-0.427725396,-0.47754694,-0.098542369,-0.147813553,-4.20E-09,Clay Loam
10856,10341,10153,10371,13271,13217,11895,5078,31001,28057,43.72487256,0.11712,0.10682,0.16542,0.16542,0.16434,0.1379,0.00156,0.52002,0.46114,0.52002,-0.46003224,-0.41957517,-0.649748405,-0.649748405,-0.645506305,-0.541653398,-0.006127479,-2.042571428,-1.811298389,-2.042571428,-0.002038659,-0.003057989,-7.44E-11,Sandy Loam
10767,10204,9765,10218,12040,14175,13236,5059,28738,25655,30.50603499,0.11534,0.10408,0.1408,0.1408,0.1835,0.16472,0.00118,0.47476,0.4131,0.47476,-0.146104091,-0.131840764,-0.178354915,-0.178354915,-0.232444084,-0.208654983,-0.001494736,-0.60139048,-0.523284201,-0.60139048,0.081441923,0.122162884,3.07E-09,Sand
10208,9662,9414,9516,11756,11534,10212,5024,25242,22967,41.33388055,0.10416,0.09324,0.13512,0.13512,0.13068,0.10424,0.00048,0.40484,0.35934,0.40484,-0.220013337,-0.196947422,-0.285409006,-0.285409006,-0.276030557,-0.220182318,-0.001013886,-0.85512864,-0.759020664,-0.85512864,-0.009531988,-0.014297982,-4.24E-10,Clay Loam
10659,10229,10311,11205,14529,15760,14206,5051,30443,27491,44.08420483,0.11318,0.10458,0.19058,0.19058,0.2152,0.18412,0.00102,0.50886,0.44982,0.50886,1.11253771,1.028001358,1.873364877,1.873364877,2.115374758,1.809864315,0.010026405,5.00199628,4.421644395,5.00199628,0.040641817,0.060962726,1.31E-09,Clay Loam
9695,9029,8280,7669,14046,8985,7049,5036,23988,22284,37.28082471,0.0939,0.08058,0.18092,0.18092,0.0797,0.04098,0.00072,0.37976,0.34568,0.37976,-0.231169271,-0.198377209,-0.445400901,-0.445400901,-0.196210766,-0.100887292,-0.001772544,-0.93491845,-0.851018037,-0.93491845,-0.219747297,-0.329620946,-1.11E-08,Sandy Loam
10419,9815,9445,9455,12071,11714,10303,5049,29474,26915,41.90139198,0.10838,0.0963,0.14142,0.14142,0.13428,0.10606,0.00098,0.48948,0.4383,0.48948,-0.124190526,-0.11034829,-0.162050417,-0.162050417,-0.15386883,-0.121532083,-0.001122963,-0.560885576,-0.502239413,-0.560885576,-0.01500946,-0.02251419,-6.43E-10,Silty Clay Loam
10203,9610,9306,9602,12057,12440,10997,5047,29682,27315,32.59260874,0.10406,0.0922,0.14114,0.14114,0.1488,0.11994,0.00094,0.49364,0.4463,0.49364,0.112699902,0.099855189,0.152858583,0.152858583,0.161154578,0.129898388,0.001018046,0.534625981,0.483355432,0.534625981,0.015634567,0.023451851,6.64E-10,Clay Loam
10261,9551,9336,9050,12700,11107,9483,5051,29728,27114,45.90434748,0.10522,0.09102,0.154,0.154,0.12214,0.08966,0.00102,0.49456,0.44228,0.49456,0.112062302,0.096938897,0.164014394,0.164014394,0.130082585,0.095490458,0.001086329,0.526720512,0.47104082,0.526720512,-0.066913093,-0.100369639,-2.96E-09,Silty Clay
10612,10052,9532,9606,10942,11168,10125,5041,28458,26257,43.11739464,0.11224,0.10104,0.11884,0.11884,0.12336,0.1025,0.00082,0.46916,0.42514,0.46916,-0.147483938,-0.13276708,-0.156156372,-0.156156372,-0.162095675,-0.134685528,-0.001077484,-0.616478657,-0.55863615,-0.616478657,0.010221619,0.015332429,4.60E-10,Silty Clay
9297,8803,8315,8546,9671,10804,9775,5043,23111,21237,30.50603499,0.08594,0.07606,0.09342,0.09342,0.11608,0.0955,0.00086,0.36222,0.32474,0.36222,-0.108862368,-0.096347123,-0.118337473,-0.118337473,-0.147041467,-0.120972262,-0.001089384,-0.458833221,-0.411356358,-0.458833221,0.055335775,0.083003663,3.08E-09,Sand
10591,10044,9533,9624,11552,11671,10222,5026,28617,26341,43.11739464,0.11182,0.10088,0.13104,0.13104,0.13342,0.10444,0.00052,0.47234,0.42682,0.47234,-0.146932056,-0.13255684,-0.172187235,-0.172187235,-0.175314567,-0.137234698,-0.000683283,-0.620657193,-0.560843679,-0.620657193,0.00512423,0.007686345,2.20E-10,Silty Clay
11519,11138,10661,10742,12603,12127,10609,5050,0,0,36.60746533,0.13038,0.12276,0.15206,0.15206,0.14254,0.11218,0.001,-0.1,-0.1,-0.1,-0.146925716,-0.138338709,-0.17135699,-0.17135699,-0.160628866,-0.126416067,-0.001126904,0.112690379,0.112690379,0.112690379,-0.019247877,-0.028871816,-6.99E-10,Sandy Clay Loam
10185,9428,8928,8777,11868,10046,8619,5049,29359,26940,45.90434748,0.1037,0.08856,0.13736,0.13736,0.10092,0.07238,0.00098,0.48718,0.4388,0.48718,0.110443459,0.094318927,0.146292319,0.146292319,0.10748268,0.077086765,0.001043728,0.518860601,0.467334521,0.518860601,-0.083143196,-0.124714794,-4.05E-09,Silty Clay
9751,9122,8397,8271,9733,9134,7804,5038,22669,21089,30.50603499,0.09502,0.08244,0.09466,0.09466,0.08268,0.05608,0.00076,0.35338,0.32178,0.35338,-0.120364233,-0.10442883,-0.119908212,-0.119908212,-0.104732844,-0.071037952,-0.000962711,-0.447635369,-0.407606851,-0.447635369,-0.031748556,-0.047622834,-1.85E-09,Sandy Clay Loam
17811,17562,16567,16730,18510,10934,10960,8579,11088,11109,36.29734783,0.25622,0.25124,0.2702,0.2702,0.11868,0.1192,0.07158,0.12176,0.12218,0.12176,-0.259924438,-0.254872437,-0.274106561,-0.274106561,-0.12039588,-0.120923398,-0.072614906,-0.12352041,-0.123946483,-0.12352041,-0.257301997,-0.385952996,-5.33E-09,Silt Loam
11653,11467,11727,12588,14915,16358,14964,5063,32122,28961,42.51401151,0.13306,0.12934,0.1983,0.1983,0.22716,0.19928,0.00126,0.54244,0.47922,0.54244,-0.133762201,-0.130022569,-0.199346494,-0.199346494,-0.228358797,-0.200331665,-0.001266649,-0.545302632,-0.481749,-0.545302632,0.046142039,0.069213059,1.29E-09,Loamy Sand
10808,10254,9800,9904,12708,12757,11412,5045,28429,25403,30.50603499,0.11616,0.10508,0.15416,0.15416,0.15514,0.12824,0.0009,0.46858,0.40806,0.46858,-0.147142805,-0.133107489,-0.195278365,-0.195278365,-0.196519756,-0.162444846,-0.001140053,-0.593562118,-0.516899906,-0.593562118,0.00192421,0.002886315,7.37E-11,Sand
10784,10201,9736,10077,12021,13430,12577,5047,28247,25427,30.50603499,0.11568,0.10402,0.14042,0.14042,0.1686,0.15154,0.00094,0.46494,0.40854,0.46494,-0.146534777,-0.131764761,-0.17787356,-0.17787356,-0.213569877,-0.191959545,-0.001190722,-0.588951238,-0.517507934,-0.588951238,0.055361282,0.083041924,2.14E-09,Sand
9919,9384,8974,8940,12421,11968,10579,5043,25757,23509,36.29734783,0.09838,0.08768,0.14842,0.14842,0.13936,0.11158,0.00086,0.41514,0.37018,0.41514,-0.099802381,-0.08894768,-0.150565862,-0.150565862,-0.141374872,-0.113193228,-0.000872434,-0.421142109,-0.375532075,-0.421142109,-0.018573947,-0.027860921,-8.12E-10,Silt Loam
10685,10089,9579,9671,12140,11554,9853,5057,28124,25879,43.11739464,0.1137,0.10178,0.1428,0.1428,0.13108,0.09706,0.00114,0.46248,0.41758,0.46248,-0.149402386,-0.133739444,-0.187639936,-0.187639936,-0.172239795,-0.12753734,-0.001497966,-0.607701102,-0.548702271,-0.607701102,-0.024732,-0.037097999,-1.04E-09,Silty Clay Loam
10060,9365,9248,8780,17024,11561,8888,5054,29480,26989,45.90434748,0.1012,0.0873,0.24048,0.24048,0.13122,0.07776,0.00108,0.4896,0.43978,0.4896,0.107780888,0.092976991,0.256118062,0.256118062,0.139753044,0.082816619,0.001150231,0.52143797,0.468378249,0.52143797,-0.191114221,-0.286671331,-7.41E-09,Silty Clay
11274,10962,11036,11633,14124,14756,13629,5063,31226,28297,42.51401151,0.12548,0.11924,0.18248,0.18248,0.19512,0.17258,0.00126,0.52452,0.46594,0.52452,-0.126142199,-0.119869268,-0.183443006,-0.183443006,-0.196149712,-0.173490761,-0.001266649,-0.527288062,-0.468398917,-0.527288062,0.021883657,0.032825485,6.92E-10,Loamy Sand
9779,9133,8480,8036,12927,9909,8194,5033,25139,22858,41.33388055,0.09558,0.08266,0.15854,0.15854,0.09818,0.06388,0.00066,0.40278,0.35716,0.40278,-0.201890118,-0.174599677,-0.33487821,-0.33487821,-0.207382003,-0.134931374,-0.001394094,-0.850777378,-0.75441593,-0.850777378,-0.132159748,-0.198239622,-6.45E-09,Clay Loam
10787,10022,9219,8579,13054,10252,8141,5026,25473,23312,36.8558695,0.11574,0.10044,0.16108,0.16108,0.10504,0.06282,0.00052,0.40946,0.36624,0.40946,-0.154980559,-0.134493238,-0.21569266,-0.21569266,-0.140652825,-0.084118531,-0.000696301,-0.548283564,-0.490410229,-0.548283564,-0.120226551,-0.180339827,-5.22E-09,Silt Loam
10467,9809,9643,9751,14405,12055,10795,5051,30013,27403,43.11739464,0.10934,0.09618,0.1881,0.1881,0.1411,0.1159,0.00102,0.50026,0.44806,0.50026,-0.143673323,-0.126381015,-0.247164369,-0.247164369,-0.185406127,-0.152293197,-0.001340285,-0.657344217,-0.588753148,-0.657344217,-0.088813303,-0.133219955,-3.45E-09,Silty Clay Loam
10352,9773,9013,8564,8199,6339,5788,5030,0,0,31.34267194,0.10704,0.09546,0.06398,0.06398,0.02678,0.01576,0.0006,-0.1,-0.1,-0.1,-1.462512929,-1.30429264,-0.874173928,-0.874173928,-0.365901497,-0.215332621,-0.008197942,1.366323738,1.366323738,1.366323738,-0.12794057,-0.191910854,-9.15E-09,Loamy Sand
11026,10457,9792,9905,11504,11503,9930,5046,0,0,30.50603499,0.12052,0.10914,0.13008,0.13008,0.13006,0.0986,0.00092,-0.1,-0.1,-0.1,-0.152665727,-0.138250394,-0.164775621,-0.164775621,-0.164750286,-0.12489911,-0.001165387,0.126672525,0.126672525,0.126672525,-4.35E-05,-6.52E-05,-1.81E-12,Sandy Clay Loam
10009,9270,8629,8139,14924,11014,8526,5037,29194,26835,45.90434748,0.10018,0.0854,0.19848,0.19848,0.12028,0.07052,0.00074,0.48388,0.4367,0.48388,0.106694559,0.090953437,0.211386863,0.211386863,0.128101632,0.075105812,0.000788121,0.515346007,0.465097961,0.515346007,-0.150744082,-0.226116123,-6.41E-09,Silty Clay Loam
11343,10804,10141,10018,12291,11097,9424,5034,0,0,36.60746533,0.12686,0.11608,0.14582,0.14582,0.12194,0.08848,0.00068,-0.1,-0.1,-0.1,-0.142959015,-0.130810992,-0.164325111,-0.164325111,-0.137414648,-0.099708447,-0.000766295,0.112690379,0.112690379,0.112690379,-0.051051821,-0.076577732,-2.03E-09,Loam
10593,10000,9376,9314,11218,10839,9587,5032,28111,25910,43.11739464,0.11186,0.1,0.12436,0.12436,0.11678,0.09174,0.00064,0.46222,0.4182,0.46222,-0.146984616,-0.131400515,-0.163409681,-0.163409681,-0.153449522,-0.120546833,-0.000840963,-0.607359461,-0.549516954,-0.607359461,-0.017182754,-0.025774131,-7.79E-10,Silty Clay
10981,10430,9800,9734,10569,8405,8154,6253,16155,15828,36.29734783,0.11962,0.1086,0.11138,0.11138,0.0681,0.06308,0.02506,0.2231,0.21656,0.2231,-0.12134947,-0.110170143,-0.112990336,-0.112990336,-0.069084592,-0.063992013,-0.025422318,-0.226325588,-0.219691032,-0.226325588,-0.114050806,-0.17107621,-5.84E-09,Silty Clay Loam
18715,18496,16950,17190,18862,16798,14947,5050,21161,20027,32.98509914,0.2743,0.26992,0.27724,0.27724,0.23596,0.19894,0.001,0.32322,0.30054,0.32322,0.274300362,0.269920356,0.277240365,0.277240365,0.235960311,0.198940262,0.001000001,0.323220426,0.300540396,0.323220426,-0.057879978,-0.086819966,-8.80E-10,Silt Loam
13135,12505,11735,11500,15678,11340,9938,6515,17006,16508,36.29734783,0.1627,0.1501,0.21356,0.21356,0.1268,0.09876,0.0303,0.24012,0.23016,0.24012,-0.165052322,-0.152270151,-0.216647658,-0.216647658,-0.128633279,-0.100187876,-0.030738078,-0.243591663,-0.233487661,-0.243591663,-0.160559627,-0.24083944,-4.88E-09,Silt Loam
10288,9582,8795,8372,13049,10398,8310,5030,28115,26046,43.11739464,0.10576,0.09164,0.16098,0.16098,0.10796,0.0662,0.0006,0.4623,0.42092,0.4623,-0.138969185,-0.120415432,-0.211528549,-0.211528549,-0.141859996,-0.086987141,-0.000788403,-0.607464581,-0.553091048,-0.607464581,-0.113063505,-0.169595257,-5.10E-09,Silty Clay
9633,8933,8367,7668,13802,9532,7477,5034,25239,23002,41.33388055,0.09266,0.07866,0.17604,0.17604,0.09064,0.04954,0.00068,0.40478,0.36004,0.40478,-0.19572231,-0.166150625,-0.371842817,-0.371842817,-0.191455538,-0.10464152,-0.001436339,-0.855001905,-0.760499248,-0.855001905,-0.182994772,-0.274492157,-9.08E-09,Clay Loam
9991,9352,8685,8237,11432,8698,7048,5025,23942,22097,31.34267194,0.09982,0.08704,0.12864,0.12864,0.07396,0.04096,0.0005,0.37884,0.34194,0.37884,-1.363864355,-1.189248182,-1.757638856,-1.757638856,-1.010533037,-0.559646203,-0.006831619,-5.176180849,-4.67200739,-5.176180849,-0.135817188,-0.203725782,-7.35E-09,Clay Loam
11185,10694,10402,11017,13958,13916,11939,5049,0,0,36.60746533,0.1237,0.11388,0.17916,0.17916,0.17832,0.13878,0.00098,-0.1,-0.1,-0.1,-0.139397999,-0.128331804,-0.201896083,-0.201896083,-0.200949484,-0.156391708,-0.001104366,0.112690379,0.112690379,0.112690379,-0.001506781,-0.002260171,-5.05E-11,Sand
10842,10309,9879,10298,12158,13847,13086,5044,28895,25742,30.50603499,0.11684,0.10618,0.14316,0.14316,0.17694,0.16172,0.00088,0.4779,0.41484,0.4779,-0.148004178,-0.134500887,-0.181344387,-0.181344387,-0.224134366,-0.204854808,-0.001114718,-0.605367998,-0.525488303,-0.605367998,0.064949048,0.097423572,2.43E-09,Sand
18873,13764,12427,12279,23257,11273,9948,5049,19730,18638,31.11537067,0.27746,0.17528,0.36514,0.36514,0.12546,0.09896,0.00098,0.2946,0.27276,0.2946,-0.937202754,-0.592059752,-1.233367742,-1.233367742,-0.423778049,-0.334266505,-0.003310238,-0.995098145,-0.921327122,-0.995098145,-0.347060527,-0.520590791,-8.30E-09,Loam
9986,9399,9112,9109,12454,12279,10562,5054,27823,24900,41.33388055,0.09972,0.08798,0.14908,0.14908,0.14558,0.11124,0.00108,0.45646,0.398,0.45646,-0.210634888,-0.185836918,-0.3148962,-0.3148962,-0.307503279,-0.23496816,-0.002281244,-0.964163668,-0.84068076,-0.964163668,-0.007075567,-0.010613351,-3.04E-10,Sandy Loam
21454,20454,19432,19597,19710,19144,16819,5067,19324,18269,31.11537067,0.32908,0.30908,0.2942,0.2942,0.28288,0.23638,0.00134,0.28648,0.26538,0.28648,-1.111564486,-1.044008604,-0.993747028,-0.993747028,-0.955510398,-0.798442972,-0.004526244,-0.967670457,-0.896399001,-0.967670457,-0.014567355,-0.021851032,-1.83E-10,Clay Loam
10015,9278,9029,8308,16792,12039,9294,5061,29611,27049,45.90434748,0.1003,0.08556,0.23584,0.23584,0.14078,0.08588,0.00122,0.49222,0.44098,0.49222,0.106822362,0.091123841,0.251176329,0.251176329,0.149934717,0.091464651,0.001299335,0.524228345,0.469656283,0.524228345,-0.164857272,-0.247285908,-6.33E-09,Silty Clay
10536,9928,9453,9622,11270,11039,10242,5037,28642,26226,43.11739464,0.11072,0.09856,0.1254,0.1254,0.12078,0.10484,0.00074,0.47284,0.42452,0.47284,-0.14548665,-0.129508348,-0.164776246,-0.164776246,-0.158705542,-0.1377603,-0.000972364,-0.621314196,-0.557821467,-0.621314196,-0.010354565,-0.015531848,-4.68E-10,Silty Clay Loam
9904,9176,8656,8213,13743,9528,7832,5038,28842,26568,44.71666948,0.09808,0.08352,0.17486,0.17486,0.09056,0.05664,0.00076,0.47684,0.43136,0.47684,0.14636154,0.124634134,0.260937795,0.260937795,0.135139693,0.084521999,0.001134123,0.711572561,0.643704262,0.711572561,-0.181126724,-0.271690086,-8.77E-09,Silty Clay
10282,9701,8874,8580,10370,9082,7486,5014,0,0,31.34267194,0.10564,0.09402,0.1074,0.1074,0.08164,0.04972,0.00028,-0.1,-0.1,-0.1,-1.443384397,-1.284617578,-1.467431695,-1.467431695,-1.1154667,-0.679336163,-0.003825706,1.366323738,1.366323738,1.366323738,-0.066214271,-0.099321407,-3.52E-09,Loamy Sand
10953,10421,9973,10197,12019,14123,13085,5035,28245,25151,30.50603499,0.11906,0.10842,0.14038,0.14038,0.18246,0.1617,0.0007,0.4649,0.40302,0.4649,-0.150816308,-0.137338352,-0.177822891,-0.177822891,-0.231126689,-0.204829473,-0.000886708,-0.588900569,-0.510515611,-0.588900569,0.080483513,0.12072527,2.97E-09,Sand
11062,10543,10028,10375,12291,11565,10136,5066,0,0,36.60746533,0.12124,0.11086,0.14582,0.14582,0.1313,0.10272,0.00132,-0.1,-0.1,-0.1,-0.136625816,-0.124928554,-0.164325111,-0.164325111,-0.147962468,-0.115755557,-0.001487513,0.112690379,0.112690379,0.112690379,-0.030432596,-0.045648893,-1.21E-09,Sand
10810,10256,9581,9491,10796,10571,9849,5017,25862,23550,33.83660142,0.1162,0.10512,0.11592,0.11592,0.11142,0.09698,0.00034,0.41724,0.371,0.41724,0.176040767,0.15925478,0.175616573,0.175616573,0.168799159,0.146922837,0.000515093,0.632110583,0.562057871,0.632110583,-0.010530257,-0.015795385,-4.81E-10,Silt Loam
10279,9675,8826,8479,9795,8345,7041,5027,0,0,31.34267194,0.10558,0.0935,0.0959,0.0959,0.0669,0.04082,0.00054,-0.1,-0.1,-0.1,-1.442564603,-1.277512695,-1.310304465,-1.310304465,-0.914070581,-0.55773335,-0.007378148,1.366323738,1.366323738,1.366323738,-0.079933848,-0.119900772,-4.58E-09,Loamy Sand
10744,9920,9054,8435,12796,9539,7452,5043,25288,23341,36.8558695,0.11488,0.0984,0.15592,0.15592,0.09078,0.04904,0.00086,0.40576,0.36682,0.40576,-0.153828984,-0.131761595,-0.20878321,-0.20878321,-0.121558106,-0.065666551,-0.001151575,-0.543329114,-0.491186873,-0.543329114,-0.145824938,-0.218737408,-6.72E-09,Loam
11307,10784,10205,10284,11984,11574,10221,5044,0,0,36.60746533,0.12614,0.11568,0.13968,0.13968,0.13148,0.10442,0.00088,-0.1,-0.1,-0.1,-0.142147644,-0.130360231,-0.157405921,-0.157405921,-0.14816531,-0.117671294,-0.000991675,0.112690379,0.112690379,0.112690379,-0.017403854,-0.026105781,-6.85E-10,Loam
11015,10460,9933,10164,12227,11246,10114,5062,0,0,36.60746533,0.1203,0.1092,0.14454,0.14454,0.12492,0.10228,0.00124,-0.1,-0.1,-0.1,-0.135566526,-0.123057894,-0.162882674,-0.162882674,-0.140772822,-0.11525972,-0.001397361,0.112690379,0.112690379,0.112690379,-0.041792698,-0.062689047,-1.71E-09,Sand
9949,9355,8768,8495,12655,10311,8867,5047,25466,23122,41.33388055,0.09898,0.0871,0.1531,0.1531,0.10622,0.07734,0.00094,0.40932,0.36244,0.40932,-0.209071813,-0.183978126,-0.323387498,-0.323387498,-0.224364599,-0.163362437,-0.001985527,-0.86459158,-0.76556868,-0.86459158,-0.102063921,-0.153095881,-4.80E-09,Clay Loam
10782,10210,9781,9924,12611,12741,11310,5039,28581,25532,30.50603499,0.11564,0.1042,0.15222,0.15222,0.15482,0.1262,0.00078,0.47162,0.41064,0.47162,-0.146484108,-0.131992771,-0.192820918,-0.192820918,-0.196114403,-0.159860727,-0.000988046,-0.597412963,-0.520168057,-0.597412963,0.005127801,0.007691701,1.98E-10,Sand
11523,11098,10587,10480,13471,11685,10095,5045,0,0,36.60746533,0.13046,0.12196,0.16942,0.16942,0.1337,0.1019,0.0009,-0.1,-0.1,-0.1,-0.147015869,-0.137437186,-0.19092004,-0.19092004,-0.150667037,-0.114831496,-0.001014213,0.112690379,0.112690379,0.112690379,-0.070996979,-0.106495468,-2.56E-09,Sandy Clay Loam
10693,10038,9505,9445,13329,12159,10292,5032,28524,26133,43.11739464,0.11386,0.10076,0.16658,0.16658,0.14318,0.10584,0.00064,0.47048,0.42266,0.47048,-0.149612627,-0.132399159,-0.218886978,-0.218886978,-0.188139258,-0.139074305,-0.000840963,-0.618213143,-0.555377417,-0.618213143,-0.045903955,-0.068855932,-1.80E-09,Silty Clay Loam
11204,10756,10491,11001,13438,13389,11844,5066,0,0,36.60746533,0.12408,0.11512,0.16876,0.16876,0.16778,0.13688,0.00132,-0.1,-0.1,-0.1,-0.139826222,-0.129729164,-0.190176284,-0.190176284,-0.189071918,-0.154250591,-0.001487513,0.112690379,0.112690379,0.112690379,-0.001826518,-0.002739777,-6.33E-11,Sand
9962,9355,8827,8985,12193,11311,9651,5049,26865,24075,41.33388055,0.09924,0.0871,0.14386,0.14386,0.12622,0.09302,0.00098,0.4373,0.3815,0.4373,-0.209621002,-0.183978126,-0.303870186,-0.303870186,-0.266609863,-0.196482724,-0.002070018,-0.923692704,-0.805828417,-0.923692704,-0.037525528,-0.056288291,-1.71E-09,Sandy Loam
11006,10450,10136,10466,13906,13231,11955,5055,29723,27024,44.9244991,0.12012,0.109,0.17812,0.17812,0.16462,0.1391,0.0011,0.49446,0.44048,0.49446,0.148506254,0.134758422,0.22021257,0.22021257,0.203522307,0.171971528,0.001359947,0.61130871,0.544572383,0.61130871,-0.024873789,-0.037310683,-8.78E-10,Silty Clay Loam
10471,9882,9446,9686,12777,13180,12069,5049,25744,23524,39.00586784,0.10942,0.09764,0.15554,0.15554,0.1636,0.14138,0.00098,0.41488,0.37048,0.41488,0.113348265,0.101145354,0.16112401,0.16112401,0.16947337,0.146455655,0.001015183,0.429774522,0.383780527,0.429774522,0.015525677,0.023288516,6.05E-10,Sandy Loam
11171,10831,10960,11413,14582,14537,13170,5070,30737,27967,42.51401151,0.12342,0.11662,0.19164,0.19164,0.19074,0.1634,0.0014,0.51474,0.45934,0.51474,-0.124071327,-0.117235442,-0.192651347,-0.192651347,-0.191746597,-0.164262315,-0.001407388,-0.51745645,-0.461764086,-0.51745645,-0.001545383,-0.002318074,-4.90E-11,Loamy Sand
9812,8983,8539,7549,16555,10311,7744,5048,29505,26988,45.90434748,0.09624,0.07966,0.2311,0.2311,0.10622,0.05488,0.00096,0.4901,0.43976,0.4901,0.102498346,0.084840173,0.246128094,0.246128094,0.113127331,0.058448766,0.001022427,0.521970485,0.468356948,0.521970485,-0.232412715,-0.348619072,-1.02E-08,Silty Clay
11193,10723,10555,11272,14514,15078,13587,5042,31942,28981,57.35383823,0.12386,0.11446,0.19028,0.19028,0.20156,0.17174,0.00084,0.53884,0.47962,0.53884,0.171801386,0.158763011,0.263929983,0.263929983,0.279576032,0.23821387,0.001165131,0.747403993,0.665262236,0.747403993,0.019059205,0.028588808,6.01E-10,Clay Loam
11151,10679,10357,10916,12721,14378,13607,5033,28397,25126,30.50603499,0.12302,0.11358,0.15442,0.15442,0.18756,0.17214,0.00066,0.46794,0.40252,0.46794,-0.15583254,-0.143874654,-0.195607713,-0.195607713,-0.237586988,-0.218054085,-0.000836039,-0.592751414,-0.509882248,-0.592751414,0.061146168,0.091719252,2.12E-09,Sand
10270,9627,9200,9048,13879,11062,8891,5052,29674,26926,44.71666948,0.1054,0.09254,0.17758,0.17758,0.12124,0.07782,0.00104,0.49348,0.43852,0.49348,0.157284934,0.138094381,0.264996761,0.264996761,0.180922442,0.116128212,0.001551958,0.736403883,0.654388893,0.736403883,-0.112946554,-0.169419831,-4.76E-09,Sandy Clay Loam
9088,8517,8235,8178,12114,10377,8996,5036,24040,22311,34.35314557,0.08176,0.07034,0.14228,0.14228,0.10754,0.07992,0.00072,0.3808,0.34622,0.3808,0.402850194,0.346581246,0.701046057,0.701046057,0.529874142,0.393784094,0.003547604,1.876288575,1.705905017,1.876288575,-0.077230892,-0.115846339,-4.06E-09,Sandy Loam
10412,9715,9251,8602,14809,10725,8512,5050,29061,26634,44.71666948,0.10824,0.0943,0.19618,0.19618,0.1145,0.07024,0.001,0.48122,0.43268,0.48122,0.161522972,0.140720771,0.292752926,0.292752926,0.170864563,0.104816829,0.001492267,0.718108691,0.645674054,0.718108691,-0.159943605,-0.239915407,-6.62E-09,Clay Loam
10140,9625,9232,9335,9669,12115,10658,5048,27717,24636,41.33388055,0.1028,0.0925,0.09338,0.09338,0.1423,0.11316,0.00096,0.45434,0.39272,0.45434,-0.217140659,-0.195384347,-0.197243139,-0.197243139,-0.300575056,-0.239023706,-0.002027773,-0.95968567,-0.82952801,-0.95968567,0.112284245,0.168426368,5.42E-09,Sandy Loam
10110,9392,8878,8683,13140,10767,9381,5049,27816,24781,41.33388055,0.1022,0.08784,0.1628,0.1628,0.11534,0.08762,0.00098,0.45632,0.39562,0.45632,-0.215873301,-0.185541201,-0.343876452,-0.343876452,-0.243628439,-0.185076503,-0.002070018,-0.963867951,-0.835653574,-0.963867951,-0.099259631,-0.148889447,-4.46E-09,Loam
10513,9875,9221,8463,13007,8816,6828,5042,24762,22749,33.83660142,0.11026,0.0975,0.16014,0.16014,0.07632,0.03656,0.00084,0.39524,0.35498,0.39524,0.167041781,0.147710627,0.242609023,0.242609023,0.115623333,0.055387697,0.001272584,0.598781005,0.537787879,0.598781005,-0.19204509,-0.288067635,-9.25E-09,Silt Loam
9836,9175,8771,8547,11986,10491,8983,5045,25660,23288,41.33388055,0.09672,0.0835,0.13972,0.13972,0.10982,0.07966,0.0009,0.4132,0.36576,0.4132,-0.204298098,-0.176373979,-0.295125417,-0.295125417,-0.231968746,-0.168262888,-0.001901037,-0.872787161,-0.772581394,-0.872787161,-0.066512435,-0.099768652,-3.24E-09,Clay Loam
